OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
TELSTAR 14R,2011-021A,2026-05-26T22:13:19.814592,1.00271843,.00025474,0.0177,38.6868,24.3317,91.8281,0,U,37602,999,5562,0,-.276E-5,0
GSAT-8,2011-022A,2026-05-26T22:46:55.619040,1.00271065,.00027717,2.0783,82.0739,227.8375,331.3974,0,U,37605,999,5300,0,.89E-6,0
ST-2,2011-022B,2026-05-26T22:56:17.220768,1.00269247,.00019643,0.0132,277.7416,153.6035,245.2534,0,U,37606,999,5506,0,-.206E-5,0
ZHONGXING-10,2011-026A,2026-05-26T22:55:39.781056,1.00273063,.00033388,0.9942,84.4292,343.6862,245.8348,0,U,37677,999,5478,0,-.184E-5,0
SES-3,2011-035A,2026-05-26T22:01:50.916288,1.00272725,.00029773,1.2737,83.3101,337.5990,51.0496,0,U,37748,999,5438,0,-.98E-6,0
KAZSAT-2,2011-035B,2026-05-26T09:14:35.073888,1.00273278,.00005805,0.0394,260.0466,218.0947,350.9717,0,U,37749,999,5318,0,-.196E-5,0
BEIDOU-2 IGSO-4,2011-038A,2026-05-26T00:42:41.067072,1.00288979,.01584439,54.5934,165.8692,231.3529,309.3814,0,U,37763,999,5442,0,.51E-6,0
ASTRA 1N,2011-041A,2026-05-26T22:36:42.146208,1.00272536,.00059825,0.0922,44.6771,34.9377,163.2655,0,U,37775,999,4431,0,.124E-5,0
BSAT-3C (JCSAT-110R),2011-041B,2026-05-26T23:02:39.111360,1.00271896,.00003049,0.0227,15.3018,106.8455,218.0024,0,U,37776,999,5025,0,-.346E-5,0
PAKSAT-1R,2011-042A,2026-05-26T22:41:54.231648,1.00268976,.00034365,0.6357,84.7757,332.1484,206.0491,0,U,37779,999,5426,0,.158E-5,0
SES-2,2011-049A,2026-05-26T22:06:27.972576,1.00270069,.00030154,0.0243,64.0293,2.6191,62.4572,0,U,37809,999,5375,0,0,0
ARABSAT-5C,2011-049B,2026-05-26T22:36:57.121920,1.00273404,.00032898,0.0495,355.7844,90.0117,157.9814,0,U,37810,999,5382,0,.128E-5,0
EUTELSAT 7 WEST A,2011-051A,2026-05-26T22:29:12.863616,1.00271267,.00041171,0.0669,11.7722,60.6343,142.0948,0,U,37816,999,5366,0,-.56E-6,0
QUETZSAT 1,2011-054A,2026-05-26T08:27:54.548352,1.00272153,.00027693,0.0603,80.7318,340.9138,232.2584,0,U,37826,999,4965,0,-.239E-5,0
INTELSAT 18 (IS-18),2011-056A,2026-05-26T19:57:13.781664,1.00272564,.00021233,0.0179,350.3981,84.3393,288.9672,0,U,37834,999,5359,0,.57E-6,0
EUTELSAT 16A,2011-057A,2026-05-26T22:35:49.729920,1.00271372,.00059084,0.0469,5.3686,65.9811,168.1110,0,U,37836,999,712,0,.108E-5,0
VIASAT-1,2011-059A,2026-05-26T15:07:44.515776,1.00270756,.0002403,0.0186,302.9117,125.8860,287.2326,0,U,37843,999,4710,0,-.2E-6,0
ASIASAT 7,2011-069A,2026-05-26T23:01:16.742784,1.00269553,.00016119,0.0268,271.4283,145.5733,278.3392,0,U,37933,999,4464,0,-.329E-5,0
BEIDOU-2 IGSO-5,2011-073A,2026-05-26T19:52:21.640800,1.00254290,.01123395,47.7178,271.8081,220.8703,141.4957,0,U,37948,999,5292,0,-.226E-5,0
LUCH-5A,2011-074B,2026-05-26T14:45:31.644576,1.00268816,.0002448,8.7017,74.1217,354.5964,203.9510,0,U,37951,999,5283,0,-.47E-6,0
NIGCOMSAT 1R,2011-077A,2026-05-26T14:10:01.772256,1.00275796,.0002212,0.0554,118.7093,240.1486,140.3530,0,U,38014,999,5274,0,.148E-5,0
WGS F4 (USA 233),2012-003A,2026-05-26T21:13:48.022176,1.00267631,.00008653,0.0174,315.9987,338.7919,356.5178,0,U,38070,999,4393,0,0,0
SES-4,2012-007A,2026-05-26T20:42:16.962048,1.00270389,.00024067,0.0278,27.7425,41.8790,103.3889,0,U,38087,999,5201,0,-.164E-5,0
BEIDOU-2 G5,2012-008A,2026-05-26T22:47:55.522752,1.00275643,.00106991,3.5234,69.8290,272.3654,303.0452,0,U,38091,999,5215,0,.6E-6,0
MUOS-1,2012-009A,2026-05-26T14:55:03.210816,1.00271504,.00591231,5.4329,47.1682,0.1863,320.6769,0,U,38093,999,5222,0,-.126E-5,0
INTELSAT 22 (IS-22),2012-011A,2026-05-26T22:51:47.651904,1.00271519,.00021091,0.0142,312.4750,108.1968,238.8914,0,U,38098,999,697,0,-.54E-6,0
APSTAR-7,2012-013A,2026-05-26T14:19:45.838848,1.00272038,.00028051,0.0410,111.5175,323.1677,100.9297,0,U,38107,999,5159,0,-.98E-6,0
YAHSAT 1B,2012-016A,2026-05-26T21:02:11.853312,1.00271791,.00026959,0.0935,90.9932,349.8282,166.7735,0,U,38245,999,4539,0,.131E-5,0
AEHF-2 (USA 235),2012-019A,2026-05-26T13:53:10.887936,1.00271322,.00023996,6.6015,57.6448,357.8237,20.5101,0,U,38254,999,677,0,-.133E-5,0
JCSAT-13,2012-023A,2026-05-26T23:06:38.727936,1.00270600,.0002719,0.0367,100.2216,335.7596,279.2134,0,U,38331,999,5132,0,-.352E-5,0
VINASAT-2,2012-023B,2026-05-26T18:00:47.443968,1.00271499,.00025743,0.0354,53.0881,25.4473,207.8318,0,U,38332,999,4644,0,-.325E-5,0
NIMIQ 6,2012-026A,2026-05-26T13:31:57.922176,1.00271424,.00028054,0.0411,90.5913,332.7270,292.7049,0,U,38342,999,5019,0,-.171E-5,0
ZHONGXING-2A,2012-028A,2026-05-26T22:59:16.933632,1.00272391,.00031361,1.4017,84.1473,31.2357,212.2026,0,U,38352,999,5108,0,-.288E-5,0
INTELSAT 19 (IS-19),2012-030A,2026-05-26T19:40:38.534016,1.00272643,.00031361,0.0173,315.7621,113.6562,276.1377,0,U,38356,999,5023,0,-.52E-6,0
ECHOSTAR 17,2012-035A,2026-05-26T22:00:43.524288,1.00270029,.00022096,0.0191,318.0476,109.5206,39.9900,0,U,38551,999,5085,0,0,0
METEOSAT-10 (MSG-3),2012-035B,2026-05-26T22:31:20.161056,1.00273863,.0001968,4.6235,61.1190,329.2986,191.9921,0,U,38552,999,5064,0,-.3E-7,0
SES-5,2012-036A,2026-05-26T22:32:42.528768,1.00272264,.00020319,0.0519,306.9100,117.3490,163.4044,0,U,38652,999,4424,0,.38E-6,0
INTELSAT 20 (IS-20),2012-043A,2026-05-26T20:25:38.690400,1.00272057,.0001625,0.0062,138.8218,42.3564,78.1571,0,U,38740,999,5053,0,-.2E-6,0
HYLAS 2,2012-043B,2026-05-26T22:10:35.078304,1.00270805,.00029971,2.3745,81.3189,5.8283,57.4223,0,U,38741,999,5056,0,-.253E-5,0
INTELSAT 21 (IS-21),2012-045A,2026-05-26T22:14:42.183168,1.00271200,.00019421,0.0163,344.6594,87.0688,88.4402,0,U,38749,999,5031,0,-.281E-5,0
ASTRA 2F,2012-051A,2026-05-26T14:05:54.667392,1.00274305,.00009664,0.0313,255.1683,266.6580,322.0137,0,U,38778,999,4092,0,.153E-5,0
GSAT-10,2012-051B,2026-05-26T22:54:54.853056,1.00273145,.00077635,0.0406,261.4673,183.0092,226.7624,0,U,38779,999,4988,0,-.161E-5,0
INTELSAT 23 (IS-23),2012-057A,2026-05-26T22:16:04.551744,1.00270101,.00001821,0.0162,293.7854,257.8498,333.8869,0,U,38867,999,4974,0,-.28E-5,0
BEIDOU-2 G6,2012-059A,2026-05-26T21:12:33.141888,1.00269620,.00104048,4.3701,73.7495,322.9747,249.8709,0,U,38953,999,4969,0,-.171E-5,0
LUCH-5B,2012-061A,2026-05-26T00:51:38.752416,1.00270481,.0001449,10.4386,50.1036,142.2880,47.7693,0,U,38977,999,4938,0,-.14E-5,0
YAMAL 300K,2012-061B,2026-05-26T18:15:23.545152,1.00272524,.00009637,0.0176,267.6724,291.7229,141.7204,0,U,38978,999,4941,0,.75E-6,0
STAR ONE C3,2012-062A,2026-05-26T22:09:50.150304,1.00271199,.00028041,0.0230,279.4589,165.5418,56.9508,0,U,38991,999,4955,0,-.245E-5,0
EUTELSAT 21B,2012-062B,2026-05-26T22:37:19.585920,1.00270771,.00029798,0.0674,359.2369,66.9332,179.2605,0,U,38992,999,4961,0,.134E-5,0
ECHOSTAR 16,2012-065A,2026-05-26T22:13:42.278592,1.00271295,.00023033,0.0179,333.4658,93.6766,89.2782,0,U,39008,999,4943,0,-.278E-5,0
ZHONGXING-12,2012-067A,2026-05-26T21:13:33.045600,1.00271284,.00030957,0.0502,106.5604,313.3448,230.4227,0,U,39017,999,4929,0,-.202E-5,0
EUTELSAT 70B,2012-069A,2026-05-26T22:51:17.699616,1.00272991,.00042238,0.0691,328.8102,90.4899,238.5534,0,U,39020,999,4929,0,-.39E-6,0
YAMAL 402,2012-070A,2026-05-26T22:46:55.619040,1.00272406,.00039839,1.2127,84.4109,338.2559,218.4761,0,U,39022,999,4918,0,.9E-6,0
SKYNET 5D,2012-075A,2026-05-26T14:13:01.485120,1.00274552,.00038632,0.0676,0.5220,70.9859,78.6890,0,U,39034,999,4894,0,.102E-5,0
MEXSAT 3,2012-075B,2026-05-26T15:07:52.004064,1.00272252,.00017384,0.0417,109.7790,340.6310,265.9345,0,U,39035,999,683,0,-.22E-6,0
TDRS 11,2013-004A,2026-05-26T19:58:36.150240,1.00275230,.00051318,3.4899,30.8970,16.8490,321.9280,0,U,39070,999,4647,0,.82E-6,0
AMAZONAS 3,2013-006A,2026-05-26T08:32:31.604640,1.00275900,.00017675,0.0323,239.6231,204.2875,227.1526,0,U,39078,999,4469,0,-.28E-5,0
AZERSPACE 1,2013-006B,2026-05-26T21:01:41.901024,1.00273551,.000129,0.0025,355.4451,93.0619,157.3517,0,U,39079,999,4859,0,.137E-5,0
SBIRS GEO-2 (USA 241),2013-011A,2026-05-26T00:02:24.733824,1.00271207,.00021276,4.4426,52.4875,4.3774,137.5199,0,U,39120,999,4831,0,-.286E-5,0
EUTELSAT 117 WEST A,2013-012A,2026-05-26T21:57:58.787136,1.00272420,.00027625,0.0177,4.0380,60.2504,32.8793,0,U,39122,999,4822,0,-.9E-7,0
ANIK G1,2013-014A,2026-05-26T22:00:36.036000,1.00271801,.00018818,0.0160,343.6328,66.4731,57.2110,0,U,39127,999,4804,0,-.7E-6,0
ZHONGXING-11,2013-020A,2026-05-26T22:59:09.446208,1.00273126,.00022274,0.0127,321.2460,97.3031,268.6520,0,U,39157,999,4768,0,-.286E-5,0
EUTELSAT 7B,2013-022A,2026-05-26T22:33:12.481056,1.00272177,.0005419,0.0763,21.6465,11.4153,196.7319,0,U,39163,999,4773,0,.52E-6,0
WGS F5 (USA 243),2013-024A,2026-05-26T18:50:57.634656,1.00271828,.0000222,0.0182,292.2803,90.3899,91.9107,0,U,39168,999,4696,0,-.281E-5,0
SES-6,2013-026A,2026-05-26T23:08:32.337024,1.00271172,.00027602,0.0237,312.2523,118.9388,119.9705,0,U,39172,999,4751,0,-.257E-5,0
IRNSS-1A,2013-034A,2026-05-22T20:37:38.469792,1.00280263,.00166187,35.6649,64.2334,185.3754,355.4646,0,U,39199,999,4711,0,.59E-6,0
MUOS-2,2013-036A,2026-05-26T21:37:45.725088,1.00269553,.0050304,4.9538,45.4984,178.5667,156.8416,0,U,39206,999,4697,0,-.1E-6,0
ALPHASAT,2013-038A,2026-05-26T17:30:19.694304,1.00276855,.00021198,2.9967,1.4748,56.2173,114.0228,0,U,39215,999,4380,0,.136E-5,0
INSAT-3D,2013-038B,2026-05-26T23:08:08.584800,1.00273308,.00008955,1.8733,82.7963,324.6623,313.6247,0,U,39216,999,4686,0,-.334E-5,0
WGS F6 (USA 244),2013-041A,2026-05-26T12:00:51.861600,1.00272290,.00003369,0.0182,339.1186,88.1836,221.7970,0,U,39222,999,4584,0,.92E-6,0
ES'HAIL 1,2013-044A,2026-05-26T22:38:26.978784,1.00272220,.00027192,0.0533,12.8215,47.9705,188.8097,0,U,39233,999,4641,0,.148E-5,0
GSAT-7,2013-044B,2026-05-26T22:52:25.091616,1.00271799,.00033535,0.0966,92.4980,205.0918,4.0420,0,U,39234,999,4504,0,-.73E-6,0
AMOS-4,2013-045A,2026-05-26T22:49:47.843616,1.00271015,.00027801,0.0103,306.3690,97.9518,247.6507,0,U,39237,999,4674,0,.12E-6,0
AEHF-3 (USA 246),2013-050A,2026-05-26T21:55:44.002272,1.00276168,.00880603,5.2420,67.3857,188.4260,193.4549,0,U,39256,999,4544,0,.32E-6,0
ASTRA 2E,2013-056A,2026-05-26T22:39:19.395072,1.00273690,.00025855,0.0691,319.6888,111.3911,181.7909,0,U,39285,999,4620,0,.155E-5,0
FM-6,2013-058A,2026-05-26T21:57:58.787136,1.00270310,.00019007,0.0038,358.4251,142.3974,316.7882,0,U,39360,999,4586,0,-.11E-6,0
RADUGA-1M 3,2013-062A,2026-05-26T20:58:34.699872,1.00272723,.00013708,5.9062,72.6225,273.5571,247.8787,0,U,39375,999,4589,0,.157E-5,0
SES-8,2013-071A,2026-05-26T22:58:17.029920,1.00270324,.00028259,0.0232,280.3058,153.3515,250.4385,0,U,39460,999,4421,0,-.265E-5,0
INMARSAT 5-F1,2013-073A,2026-05-26T14:32:51.736704,1.00272380,.0000399,0.0168,341.3683,352.7781,190.8811,0,U,39476,999,4536,0,.31E-6,0
TKSAT-1 (TUPAC KATARI),2013-075A,2026-05-26T22:06:20.485152,1.00272620,.00027486,0.0474,115.9658,296.6819,76.2312,0,U,39481,999,4539,0,-.191E-5,0
EXPRESS-AM5,2013-077A,2026-05-26T23:11:08.297664,1.00272999,.00012098,0.0189,296.8907,38.5762,36.8941,0,U,39487,999,4614,0,-.275E-5,0
GSAT-14,2014-001A,2026-05-26T22:52:25.091616,1.00271602,.00005042,0.0511,108.0322,268.6072,284.9896,0,U,39498,999,4516,0,-.73E-6,0
THAICOM 6,2014-002A,2026-05-26T22:53:39.972768,1.00272273,.00043306,0.0537,117.6113,337.5238,211.3422,0,U,39500,999,4524,0,-.117E-5,0
TDRS 12,2014-004A,2026-05-26T20:36:54.976896,1.00274909,.00022632,3.9572,18.7549,213.6878,280.2805,0,U,39504,999,4406,0,-.268E-5,0
ABS-2,2014-006A,2026-05-26T22:52:40.068192,1.00272276,.00040634,0.0610,91.0809,328.9975,242.5380,0,U,39508,999,4506,0,-.82E-6,0
ATHENA-FIDUS,2014-006B,2026-05-26T22:41:54.231648,1.00273252,.00017227,0.0153,314.2677,112.4129,196.1036,0,U,39509,999,4487,0,0,0
TURKSAT 4A,2014-007A,2026-05-26T21:00:34.509024,1.00271444,.00017786,0.0417,299.5651,36.7694,265.2341,0,U,39522,999,4475,0,.15E-5,0
EXPRESS-AT1,2014-010A,2026-05-26T22:48:25.475040,1.00298295,.00031611,0.2044,85.8122,28.9808,171.8912,0,U,39612,999,4460,0,.48E-6,0
EXPRESS-AT2,2014-010B,2026-05-26T22:47:10.594752,1.00270452,.00005096,0.0154,292.9816,30.4890,318.8365,0,U,39613,999,4428,0,.83E-6,0
AMAZONAS 4A,2014-011A,2026-05-26T22:10:12.614304,1.00272638,.00033914,0.0586,152.7634,296.2314,54.0559,0,U,39616,999,4450,0,-.248E-5,0
ASTRA 5B,2014-011B,2026-05-26T19:12:40.552704,1.00271566,.00025249,0.0521,323.1719,74.2565,158.5858,0,U,39617,999,4445,0,.141E-5,0
IRNSS-1B,2014-017A,2026-05-19T20:39:38.653920,1.00280229,.00242269,28.9733,240.8911,185.2284,176.5740,0,U,39635,999,4451,0,.103E-5,0
LUCH-5V,2014-023A,2026-05-26T20:42:21.517056,1.00271810,.00023371,5.0830,69.9632,15.3254,204.4987,0,U,39727,999,4414,0,-.265E-5,0
KAZSAT-3,2014-023B,2026-05-26T10:49:17.545728,1.00274191,.00003908,0.0472,85.5790,48.7286,330.5448,0,U,39728,999,4224,0,.63E-6,0
EUTELSAT 3B,2014-030A,2026-05-26T22:32:05.089056,1.00273114,.00039888,0.0678,330.1119,99.8598,155.6659,0,U,39773,999,4385,0,.25E-6,0
ASIASAT 8 (AMOS-7),2014-046A,2026-05-26T23:01:16.742784,1.00272441,.00015181,0.0499,97.0747,318.0856,280.0093,0,U,40107,999,10193,0,-.329E-5,0
ASIASAT 6,2014-052A,2026-05-26T19:40:07.920768,1.00271742,.00008899,0.0538,96.3200,327.9532,235.0671,0,U,40141,999,4286,0,-.358E-5,0
OPTUS 10,2014-054A,2026-05-26T19:40:38.534016,1.00270995,.0002058,0.1121,337.1194,86.7563,271.6802,0,U,40146,999,4281,0,-.144E-5,0
MEASAT-3B,2014-054B,2026-05-26T22:57:17.126208,1.00271534,.00032599,0.0590,56.3277,356.9385,267.1014,0,U,40147,999,4269,0,-.237E-5,0
HIMAWARI-8,2014-060A,2026-05-26T21:28:39.099072,1.00270773,.0001155,0.0106,297.2925,151.9514,258.0249,0,U,40267,999,4254,0,-.272E-5,0
IRNSS-1C,2014-061A,2026-05-26T21:12:03.189600,1.00272704,.00224966,6.4639,89.3314,0.1128,196.0481,0,U,40269,999,4247,0,-.157E-5,0
INTELSAT 30 (IS-30),2014-062A,2026-05-26T22:04:05.701152,1.00271532,.00009566,0.0302,52.2252,344.8422,83.3912,0,U,40271,999,658,0,-.147E-5,0
ARSAT 1,2014-062B,2026-05-26T22:10:42.565728,1.00270866,.00019116,0.0530,77.6453,339.7237,87.9882,0,U,40272,999,4241,0,-.255E-5,0
EUTELSAT 53A,2014-064A,2026-05-26T14:13:01.485120,1.00270366,.00004878,0.0155,285.8607,223.7410,0.8175,0,U,40277,999,4135,0,.101E-5,0
GSAT-16,2014-078A,2026-05-26T22:46:55.619040,1.00270501,.00079926,0.0228,53.8748,25.7537,201.6956,0,U,40332,999,4189,0,0,0
DIRECTV 14,2014-078B,2026-05-26T13:29:35.649024,1.00272488,.00001659,0.0100,336.1292,215.1905,155.9751,0,U,40333,999,4182,0,-.123E-5,0
YAMAL 401,2014-082A,2026-05-26T22:56:54.662208,1.00271781,.0000605,0.0179,277.1174,273.7320,127.8520,0,U,40345,999,4170,0,0,0
ASTRA 2G,2014-089A,2026-05-26T22:39:19.395072,1.00272831,.00050047,0.0585,27.8462,32.4045,192.2809,0,U,40364,999,4175,0,.154E-5,0
FENGYUN 2G,2014-090A,2026-05-26T16:08:56.095872,1.00259868,.00027849,5.5872,73.0723,135.1074,17.5054,0,U,40367,999,4178,0,-.294E-5,0
MUOS-3,2015-002A,2026-05-26T22:26:50.592192,1.00272794,.00512708,4.4807,43.4261,179.1463,343.1857,0,U,40374,999,4137,0,-.125E-5,0
INMARSAT 5-F2,2015-005A,2026-05-26T20:32:55.360320,1.00271907,.00013125,0.0164,342.5561,198.5461,316.5121,0,U,40384,999,4078,0,-.281E-5,0
ABS-3A,2015-010A,2026-05-26T08:49:07.514976,1.00271281,.00017722,0.0107,314.2998,69.8019,349.1401,0,U,40424,999,4115,0,-.24E-6,0
EUTELSAT 115 WEST B,2015-010B,2026-05-26T09:59:44.794752,1.00271342,.0000126,0.0143,139.7696,104.5656,34.6913,0,U,40425,999,4117,0,-.22E-6,0
EXPRESS-AM7,2015-012A,2026-05-26T14:09:16.844256,1.00273287,.00032398,0.0150,298.2303,133.9611,64.3019,0,U,40505,999,4079,0,.154E-5,0
BEIDOU-3S IGSO-1S,2015-019A,2026-05-26T21:15:02.901600,1.00255071,.00381028,49.2354,295.7150,190.1171,170.5285,0,U,40549,999,4086,0,-.192E-5,0
THOR 7,2015-022A,2026-05-26T22:31:05.185344,1.00271406,.00027492,0.0315,128.4640,294.1074,159.0483,0,U,40613,999,4060,0,-.4E-7,0
TURKMENALEM52E/MONACOSAT,2015-023A,2026-05-26T22:46:03.202752,1.00274386,.00030903,0.0162,33.6911,32.8598,211.5089,0,U,40617,999,4063,0,.108E-5,0
DIRECTV 15,2015-026A,2026-05-26T20:19:11.676288,1.00271750,.00002992,0.0184,328.8238,90.4543,27.0595,0,U,40663,999,4024,0,0,0
SKY MEXICO-1,2015-026B,2026-05-26T22:08:42.758304,1.00270716,.00021357,0.0124,288.6175,151.8328,57.4083,0,U,40664,999,4024,0,-.23E-5,0
METEOSAT-11 (MSG-4),2015-034A,2026-05-26T22:33:49.921632,1.00273653,.00016541,3.1489,71.2225,0.5749,160.4325,0,U,40732,999,700,0,.66E-6,0
STAR ONE C4,2015-034B,2026-05-26T10:12:36.063360,1.00280172,.00025901,0.0279,11.2800,47.8886,267.9777,0,U,40733,999,3979,0,-.263E-5,0
WGS F7 (USA 263),2015-036A,2026-05-26T12:49:38.559648,1.00269738,.00004154,0.0110,78.3457,68.7914,104.3817,0,U,40746,999,3965,0,.2E-6,0
INTELSAT 34 (IS-34),2015-039A,2026-05-26T10:16:43.168224,1.00271271,.0000467,0.0107,312.9396,31.4609,358.2943,0,U,40874,999,3941,0,-.283E-5,0
EUTELSAT 8 WEST B,2015-039B,2026-05-26T22:28:57.887904,1.00271718,.00038914,0.0658,359.6048,64.4860,149.6606,0,U,40875,999,3944,0,-.61E-6,0
GSAT-6,2015-041A,2026-05-26T22:54:47.364768,1.00273320,.00034144,1.8652,82.8437,340.0362,247.8333,0,U,40880,999,3938,0,-.156E-5,0
INMARSAT 5-F3,2015-042A,2026-05-26T12:41:38.866848,1.00268439,.00003764,0.0177,331.0797,109.1936,173.8323,0,U,40882,999,3935,0,0,0
MUOS-4,2015-044A,2026-05-26T19:27:09.164736,1.00272794,.00600332,4.2916,42.1209,3.7985,205.2500,0,U,40887,999,3934,0,-.91E-6,0
TJS-1,2015-046A,2026-05-26T14:42:01.980288,1.00270229,.0006024,0.2693,84.9874,345.3647,189.3027,0,U,40892,999,3935,0,-.153E-5,0
EXPRESS-AM8,2015-048A,2026-05-26T15:36:34.253280,1.00272534,.0000505,0.0165,291.1396,59.0976,114.1295,0,U,40895,999,3913,0,-.108E-5,0
BEIDOU-3S IGSO-2S,2015-053A,2026-05-26T18:52:21.789984,1.00264631,.00647044,49.2544,259.0355,191.6278,172.8989,0,U,40938,999,3914,0,-.177E-5,0
SKY MUSTER 1 (NBN1A),2015-054A,2026-05-26T23:11:15.785952,1.00271340,.00018444,0.0160,303.6295,118.3835,310.5944,0,U,40940,999,3904,0,-.274E-5,0
ARSAT 2,2015-054B,2026-05-26T22:08:05.317728,1.00271323,.00023529,0.0540,81.1946,332.2608,82.0541,0,U,40941,999,3909,0,-.221E-5,0
MORELOS 3,2015-056A,2026-05-26T20:16:19.451712,1.00272659,.00021247,3.1704,14.4964,358.5687,62.3384,0,U,40946,999,3907,0,-.41E-6,0
APSTAR-9,2015-059A,2026-05-26T16:21:03.834432,1.00270322,.0001606,0.0616,63.8103,116.6446,91.0662,0,U,40982,999,3890,0,-.263E-5,0
TURKSAT 4B,2015-060A,2026-05-26T20:09:38.795904,1.00270814,.00024458,0.0418,108.2654,311.1368,177.3930,0,U,40984,999,3888,0,.119E-5,0
ZHONGXING-2C,2015-063A,2026-05-26T23:00:46.791360,1.00273901,.00070192,0.2203,90.9195,100.2625,141.9591,0,U,41021,999,3876,0,-.319E-5,0
GSAT-15,2015-065A,2026-05-26T22:57:54.565920,1.00272927,.00041245,0.0037,302.8458,123.6075,256.0603,0,U,41028,999,3858,0,-.254E-5,0
BADR-7 (ARABSAT-6B),2015-065B,2026-05-26T22:38:41.955360,1.00272250,.00027195,0.0294,236.9353,323.6957,49.5270,0,U,41029,999,3855,0,.149E-5,0
LAOSAT 1,2015-067A,2026-05-26T23:07:53.609088,1.00274002,.00025189,0.0091,84.2035,301.0655,334.7567,0,U,41034,999,3864,0,-.338E-5,0
TELSTAR 12V,2015-068A,2026-05-26T15:36:19.276704,1.00271800,.00024835,0.0425,115.8667,305.4931,41.9446,0,U,41036,999,3841,0,-.115E-5,0
ELEKTRO-L 2,2015-074A,2026-05-26T01:55:02.394912,1.00271926,.00014434,6.6410,70.7915,269.2048,277.9183,0,U,41105,999,3828,0,-.116E-5,0
COSMOS 2513,2015-075A,2026-05-26T21:11:25.749024,1.00271537,.00034497,0.0738,99.3140,320.1378,223.1115,0,U,41121,999,3833,0,-.134E-5,0
EXPRESS-AMU1,2015-082A,2026-05-26T20:58:49.675584,1.00270123,.00031042,0.0182,332.9045,91.3051,171.0222,0,U,41191,999,3805,0,0,0
GAOFEN-4,2015-083A,2026-05-26T19:36:00.815040,1.00271284,.00041089,0.3042,83.6748,115.2898,85.0973,0,U,41194,999,3831,0,-.331E-5,0
BELINTERSAT-1,2016-001A,2026-05-26T22:45:55.715328,1.00274182,.00021591,0.0198,201.9897,188.7747,246.7191,0,U,41238,999,3802,0,.111E-5,0
IRNSS-1E,2016-003A,2026-05-26T16:12:33.249312,1.00274907,.00177931,33.1892,60.0615,181.1557,357.9643,0,U,41241,999,3786,0,-.31E-5,0
EUTELSAT 9B,2016-005A,2026-05-26T08:52:29.691840,1.00273895,.00021006,0.0334,48.6440,346.2955,351.1427,0,U,41310,999,3789,0,.64E-6,0
SES-9,2016-013A,2026-05-26T11:03:31.181184,1.00271708,.00023646,0.0121,352.3644,79.6356,86.2154,0,U,41380,999,3722,0,-.343E-5,0
EUTELSAT 65 WEST A,2016-014A,2026-05-26T22:12:42.374880,1.00272468,.00025223,0.0679,37.2976,21.9392,93.2418,0,U,41382,999,3731,0,-.272E-5,0
IRNSS-1F,2016-015A,2026-05-26T14:07:02.059392,1.00271994,.00168594,5.2950,97.2710,187.4048,203.6639,0,U,41384,999,3745,0,.162E-5,0
BEIDOU-2 IGSO-6,2016-021A,2026-05-26T16:07:03.775872,1.00263644,.00575036,60.1969,38.2523,232.1679,309.6086,0,U,41434,999,3726,0,-.179E-5,0
IRNSS-1G,2016-027A,2026-05-26T19:42:45.169632,1.00276903,.00073318,5.1451,97.9677,349.1961,222.4098,0,U,41469,999,3696,0,-.329E-5,0
JCSAT-2B,2016-028A,2026-05-26T09:37:35.745888,1.00268342,.00012235,0.0179,329.5281,104.1075,108.7312,0,U,41471,999,3691,0,0,0
THAICOM 8,2016-031A,2026-05-26T22:53:39.972768,1.00272440,.00039354,0.0655,47.2688,0.2009,259.0066,0,U,41552,999,3650,0,-.117E-5,0
INTELSAT 31 (IS-31),2016-035A,2026-05-26T10:05:29.244768,1.00272474,.00011723,0.0138,259.0525,16.7691,24.4979,0,U,41581,999,3646,0,-.148E-5,0
BEIDOU-2 G7,2016-037A,2026-05-26T23:02:46.598784,1.00275499,.00070609,1.6698,69.1513,356.1234,275.4475,0,U,41586,999,667,0,-.349E-5,0
ABS-2A (MONGOLSAT-1),2016-038A,2026-05-26T21:09:55.893024,1.00267966,.00016583,0.0191,292.0540,81.1739,263.4304,0,U,41588,999,3649,0,0,0
EUTELSAT 117 WEST B,2016-038B,2026-05-26T09:59:14.843328,1.00271833,.00000856,0.0047,130.7545,91.1425,54.9124,0,U,41589,999,3644,0,-.9E-7,0
BRISAT,2016-039A,2026-05-26T19:14:38.804064,1.00271122,.00021434,0.0193,303.1964,119.6516,260.6758,0,U,41591,999,3639,0,-.193E-5,0
ECHOSTAR 18,2016-039B,2026-05-26T10:15:05.823936,1.00273925,.00018517,0.0190,319.3308,112.9670,264.1069,0,U,41592,999,3640,0,0,0
MUOS-5,2016-041A,2026-05-26T22:00:36.036000,1.00268570,.01960071,2.2481,301.2779,261.0716,267.1143,0,U,41622,999,3687,0,-.149E-5,0
TIANTONG-1 1,2016-048A,2026-05-26T21:02:21.558624,1.00269938,.00064598,3.8103,43.2515,35.2980,222.8906,0,U,41725,999,3605,0,-.314E-5,0
